CHAVEGERAL,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,CODREGIAO5,REGIAO5,CODREGIAO8,REGIAO8,TB_SUBSETOR,SUBSETOR,TB_SETOR,SETOR,ESTAB,EMPREGO,HOMEM,MULHER,BRANCA,PARDA,PRETA,AMARELA,INDÍGENA,RACANI,RACA_IGN,ANALF,EF1A5INCOMP,EF5COM,EF6A9INCOMP,EFCOM,EMINCOM,EMCOMP,ESINCOM,ESCOMP,MESTRADO,DOUTORADO,ATE17,18A24,25A29,30A39,40A49,50A64,65OUMAIS,"ATE0,50SM","0,51A1,00SM","1,01A1,50SM","1,51A2,00SM","2,01A3,00SM","3,01A4,00SM","4,01A5,01SM","5,00A7,00SM","7,01A10,00SM","10,01A15,00SM","15,01A20,00SM",MAISDE20SM,RENDAIG,CBO_GG_1,CBO_GG_2,CBO_GG_3,CBO_GG_4,CBO_GG_5,CBO_GG_6,CBO_GG_7,CBO_GG_8,CBO_GG_9,CBO_GG_IGN
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,6,MAT TRANSP,2,IND TRANSF,16,138,97,41,95,34,6,3,0,0,0,0,0,2,4,20,21,77,7,7,0,0,1,21,22,28,31,31,4,0,2,21,52,34,13,4,2,1,1,0,0,8,3,2,10,28,33,0,53,5,4,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,7,MAD E MOBIL,2,IND TRANSF,16,153,132,21,81,40,23,0,0,9,0,0,1,4,17,19,11,90,2,9,0,0,0,15,28,57,36,15,2,0,1,26,42,52,20,9,2,0,0,0,0,1,5,2,9,13,5,0,114,3,2,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,8,PAPEL E GRAF,2,IND TRANSF,40,361,235,126,237,55,18,0,7,44,0,0,1,5,15,54,21,227,10,26,2,0,2,30,57,114,88,68,2,0,0,21,148,123,41,15,10,0,0,0,0,3,11,12,24,47,19,2,214,30,2,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,9,BOR FUM COUR,2,IND TRANSF,23,271,190,81,203,18,5,23,1,21,0,8,7,8,16,23,26,155,12,16,0,0,0,47,45,73,64,35,7,0,1,44,67,68,53,12,11,3,0,0,0,12,6,5,95,28,30,1,71,25,10,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,10,IND QUIMICA,2,IND TRANSF,28,501,323,178,293,155,31,2,0,20,0,0,7,17,36,86,39,275,13,27,1,0,0,65,90,176,105,58,7,0,0,80,137,129,70,37,25,11,2,1,0,9,16,4,35,107,69,0,138,123,9,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,11,IND TEXTIL,2,IND TRANSF,58,600,298,302,355,180,26,1,1,37,0,0,4,21,55,123,37,322,12,26,0,0,3,74,86,173,142,113,9,0,3,253,183,104,25,8,12,1,0,0,0,11,19,4,30,66,32,0,436,8,5,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,13,ALIM E BEB,2,IND TRANSF,25,351,164,187,195,95,20,2,0,39,0,0,6,23,19,36,43,191,10,22,1,0,2,39,42,110,78,69,11,0,10,130,120,47,25,7,4,0,0,0,0,8,6,10,20,65,169,0,59,21,1,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,14,SER UTIL PUB,3,SERV IND UP,3,33,32,1,26,6,1,0,0,0,0,0,1,1,3,13,2,12,1,0,0,0,0,1,0,7,4,19,2,0,0,0,6,15,8,1,0,0,0,0,0,3,0,0,0,0,1,0,23,3,6,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,15,CONSTR CIVIL,4,CONSTR CIVIL,35,663,598,65,454,127,60,4,0,18,0,4,17,27,54,85,56,376,11,31,2,0,8,71,100,201,166,108,9,0,10,39,227,217,100,38,17,6,5,0,0,4,12,14,55,69,33,0,442,4,34,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,16,COM VAREJ,5,COMERCIO,569,"3,808","2,424","1,384","2,274",993,216,27,4,294,0,3,41,128,137,423,383,"2,285",150,246,10,2,28,749,593,"1,169",708,522,39,4,42,"1,008","1,260",856,298,135,104,45,14,8,4,30,247,83,209,924,"1,301",0,716,121,207,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,17,COM ATACAD,5,COMERCIO,147,"1,327",723,604,894,267,89,5,0,72,0,1,6,18,71,145,132,771,65,109,9,0,10,181,211,441,294,174,16,2,16,336,420,312,105,44,37,19,13,6,4,13,75,41,274,296,282,0,310,37,12,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,18,INST FINANC,6,SERVICOS,44,312,119,193,255,40,11,3,2,1,0,0,0,1,1,10,5,61,36,198,0,0,0,39,73,109,66,22,3,0,4,25,25,18,60,60,53,24,19,11,6,7,52,65,42,147,6,0,0,0,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,19,ADM TEC PROF,6,SERVICOS,232,"3,223","2,116","1,107","1,600","1,346",139,7,4,127,0,6,88,56,186,385,254,"1,705",188,352,2,1,9,543,566,958,615,499,33,9,136,"1,103",742,699,270,106,62,23,8,1,10,54,70,186,343,762,"1,080",1,737,9,35,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,20,TRAN E COMUN,6,SERVICOS,176,"2,202","1,864",338,"1,420",462,162,20,1,137,0,2,31,36,162,384,233,"1,137",76,137,4,0,17,220,287,632,520,486,40,9,21,325,605,758,192,145,68,21,3,5,0,50,92,45,122,503,141,2,"1,243",0,53,1
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,21,ALOJ COMUNIC,6,SERVICOS,160,999,405,594,659,241,44,4,2,49,0,1,14,42,68,147,84,470,30,139,4,0,5,136,132,310,240,168,8,8,23,400,265,158,76,25,16,8,3,1,0,16,49,80,64,182,547,0,57,15,5,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,22,MED ODON VET,6,SERVICOS,57,333,69,264,234,57,16,11,0,15,0,0,2,1,3,9,8,166,15,126,2,1,1,36,51,150,57,35,3,0,7,98,62,46,29,40,15,19,14,0,2,1,10,104,89,95,33,0,1,0,1,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,23,ENSINO,6,SERVICOS,31,"1,038",450,588,901,82,22,1,0,32,0,2,5,4,5,27,23,146,94,731,1,0,12,85,91,309,268,247,26,16,42,157,117,143,80,69,70,98,172,49,17,8,12,672,129,154,52,0,8,4,7,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,25,AGRICULTURA,8,AGROPECUARIA,1,11,11,0,6,1,2,0,0,2,0,1,0,2,0,6,0,1,0,1,0,0,0,1,4,3,0,3,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,1,0,1,0,8,1,0,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,3,IND METALURG,2,IND TRANSF,4,29,21,8,21,6,1,0,0,1,0,0,0,0,4,1,2,21,0,1,0,0,0,3,2,5,10,9,0,0,1,1,10,7,8,1,1,0,0,0,0,0,1,0,3,4,5,0,9,6,1,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,4,IND MECANICA,2,IND TRANSF,6,8,5,3,5,2,0,0,0,1,0,0,0,1,0,0,0,5,0,2,0,0,0,1,1,3,1,2,0,0,0,2,3,1,2,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,1,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,5,ELET E COMUN,2,IND TRANSF,2,118,60,58,75,32,11,0,0,0,0,0,2,1,7,10,10,80,3,5,0,0,1,20,16,46,21,14,0,0,0,2,79,26,3,4,1,2,1,0,0,0,2,0,10,5,5,0,96,0,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,7,MAD E MOBIL,2,IND TRANSF,1,5,4,1,0,0,5,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,8,PAPEL E GRAF,2,IND TRANSF,9,46,29,17,34,4,5,0,0,3,0,0,1,3,2,2,11,21,3,3,0,0,0,5,5,13,15,7,1,0,1,3,24,9,7,0,2,0,0,0,0,0,1,3,2,7,0,0,31,2,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,9,BOR FUM COUR,2,IND TRANSF,5,40,32,8,32,2,6,0,0,0,0,0,0,1,0,1,4,25,2,7,0,0,0,10,11,9,5,4,1,0,0,5,12,9,2,6,4,0,0,0,0,2,3,0,5,7,1,0,19,3,2,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,10,IND QUIMICA,2,IND TRANSF,4,24,14,10,9,0,0,0,0,15,0,0,0,5,1,1,0,12,3,2,0,0,0,5,3,9,3,4,0,0,0,3,11,5,2,2,0,1,0,0,0,0,1,2,1,4,8,0,3,4,1,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,11,IND TEXTIL,2,IND TRANSF,18,98,29,69,67,27,3,0,1,0,0,0,1,3,3,16,21,51,1,2,0,0,0,6,19,22,23,27,1,0,1,58,26,11,1,0,0,0,0,0,0,1,1,0,5,4,4,0,82,2,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,13,ALIM E BEB,2,IND TRANSF,6,27,15,12,22,2,3,0,0,0,0,0,0,1,5,6,2,13,0,0,0,0,0,1,4,6,8,7,1,0,0,9,15,2,0,0,0,0,0,0,0,1,0,0,0,0,15,0,11,1,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,14,SER UTIL PUB,3,SERV IND UP,6,62,51,11,42,10,4,1,0,5,0,0,0,0,4,5,6,37,1,8,1,0,3,3,3,9,19,24,1,0,3,4,4,2,11,7,16,10,3,0,1,1,0,3,11,26,2,0,19,0,1,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,15,CONSTR CIVIL,4,CONSTR CIVIL,19,154,135,19,79,44,6,2,0,23,0,0,3,12,13,10,10,83,14,8,1,0,0,24,23,46,40,21,0,0,0,12,60,56,21,2,1,0,0,0,0,2,5,3,7,15,9,0,101,0,14,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,16,COM VAREJ,5,COMERCIO,194,"1,088",671,417,766,225,34,3,2,58,0,1,6,36,45,177,149,615,16,43,0,0,17,248,155,321,182,152,13,1,18,341,382,227,71,15,10,7,0,0,0,16,58,15,55,239,425,2,169,79,46,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,17,COM ATACAD,5,COMERCIO,35,236,129,107,134,63,28,0,0,11,0,4,8,15,9,16,20,138,7,18,1,0,0,27,31,91,52,32,3,0,3,101,61,38,13,6,6,2,2,0,3,1,10,5,37,25,87,0,61,6,5,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,18,INST FINANC,6,SERVICOS,14,83,25,58,63,12,4,3,0,1,0,0,0,0,0,3,2,18,7,53,0,0,0,11,15,31,19,6,1,0,0,14,1,4,17,16,16,9,4,2,0,0,14,20,8,38,3,0,0,0,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,19,ADM TEC PROF,6,SERVICOS,128,833,563,270,443,300,25,3,0,62,0,4,12,13,42,51,54,476,55,122,4,0,7,125,120,264,176,129,12,0,8,202,244,238,72,24,31,7,1,0,1,5,17,79,74,284,202,0,170,2,5,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,20,TRAN E COMUN,6,SERVICOS,29,218,196,22,104,100,7,0,0,7,0,2,0,65,6,29,9,96,5,4,2,0,0,43,39,64,41,30,1,0,1,29,77,96,10,0,3,0,0,0,0,2,5,0,11,43,55,0,100,0,4,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,21,ALOJ COMUNIC,6,SERVICOS,74,"2,305",678,"1,627","1,506",349,72,3,0,375,0,1,39,44,61,495,73,858,83,648,1,2,0,232,369,849,488,343,24,0,71,843,311,353,134,157,145,117,74,44,30,26,36,558,361,790,533,2,18,4,3,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,22,MED ODON VET,6,SERVICOS,28,493,103,390,371,94,17,1,0,10,0,0,0,2,3,8,15,331,16,117,0,1,2,47,60,194,122,66,2,0,1,88,57,142,102,18,57,11,2,0,1,14,9,99,228,140,9,0,7,0,1,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,23,ENSINO,6,SERVICOS,20,398,89,309,301,68,23,0,0,6,0,0,6,3,7,13,12,145,12,196,4,0,3,20,57,135,102,77,4,0,19,83,56,127,36,33,22,11,1,1,0,9,5,199,70,33,88,0,3,0,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,2,MIN NAO MET,2,IND TRANSF,6,58,37,21,16,16,5,1,0,20,0,0,1,3,6,5,3,38,0,2,0,0,0,9,8,7,21,11,2,0,0,21,14,9,8,4,1,1,0,0,0,0,1,1,1,7,5,0,38,5,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,3,IND METALURG,2,IND TRANSF,47,835,653,182,450,284,49,4,0,48,0,4,7,36,47,99,74,525,14,29,0,0,5,85,81,265,203,178,18,4,4,81,260,269,90,66,29,13,4,0,0,15,21,9,69,103,63,0,499,42,29,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,4,IND MECANICA,2,IND TRANSF,30,427,353,74,289,86,23,5,0,24,0,0,1,5,15,24,22,266,34,60,0,0,0,56,68,165,78,57,3,1,0,36,87,113,60,40,41,19,15,7,4,4,19,21,62,74,43,0,169,8,31,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,5,ELET E COMUN,2,IND TRANSF,7,126,100,26,80,36,6,0,0,4,0,0,4,6,4,11,10,73,5,13,0,0,3,8,15,60,24,15,1,0,0,9,25,51,32,3,3,1,1,0,0,1,5,4,15,23,5,0,71,3,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,6,MAT TRANSP,2,IND TRANSF,12,255,228,27,137,85,22,2,1,8,0,1,16,8,21,22,26,136,7,18,0,0,0,28,27,75,63,57,5,0,0,17,41,87,49,29,16,7,2,0,2,5,5,8,17,20,17,0,152,7,29,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,7,MAD E MOBIL,2,IND TRANSF,6,92,68,24,59,27,6,0,0,0,0,0,1,1,11,18,17,33,4,6,1,0,0,22,13,27,18,12,0,0,0,12,42,19,11,1,3,0,1,0,0,3,5,0,2,7,3,0,73,2,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,8,PAPEL E GRAF,2,IND TRANSF,20,328,234,94,198,94,30,2,0,4,0,0,5,20,23,71,35,136,6,32,0,0,0,35,24,92,91,72,14,0,2,46,86,75,43,15,30,8,1,0,0,22,15,7,18,49,17,0,147,57,18,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,9,BOR FUM COUR,2,IND TRANSF,15,209,131,78,134,45,10,3,0,17,0,0,1,4,17,31,26,109,6,15,0,0,2,23,23,73,50,35,3,0,4,28,90,54,19,5,3,0,0,0,0,6,3,4,17,26,11,0,113,33,2,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,10,IND QUIMICA,2,IND TRANSF,48,880,618,262,629,149,46,2,1,53,0,2,20,47,66,123,120,448,22,31,1,0,14,118,121,283,212,123,9,3,3,55,323,256,133,55,25,8,2,2,0,15,19,14,38,119,70,1,283,312,24,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,11,IND TEXTIL,2,IND TRANSF,11,207,112,95,135,50,16,0,0,6,0,1,11,9,15,38,20,91,6,16,0,0,1,43,28,39,51,42,3,0,0,37,69,77,16,5,1,0,0,0,0,2,3,5,26,23,12,0,125,8,5,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,12,IND CALCADOS,2,IND TRANSF,1,10,4,6,6,3,1,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,2,1,4,0,2,1,0,0,8,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,3,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,13,ALIM E BEB,2,IND TRANSF,16,259,127,132,133,99,21,2,0,4,0,0,1,13,17,48,46,106,4,24,0,0,1,19,25,80,85,47,2,0,1,107,99,28,13,3,1,2,2,0,0,3,8,19,4,9,146,0,65,7,1,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,14,SER UTIL PUB,3,SERV IND UP,4,193,152,41,108,48,13,3,0,21,0,0,10,13,10,15,20,77,13,27,8,0,4,18,33,45,44,47,2,0,5,29,24,32,24,6,18,19,22,9,3,2,3,7,51,20,40,0,54,10,8,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,15,CONSTR CIVIL,4,CONSTR CIVIL,31,611,564,47,386,192,10,0,2,21,0,1,19,17,38,176,41,291,5,22,1,0,0,80,98,173,157,95,8,0,1,38,274,203,46,12,15,6,5,0,0,11,16,10,29,39,10,0,494,1,12,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,16,COM VAREJ,5,COMERCIO,395,"4,624","3,044","1,580","2,612","1,414",225,50,3,320,0,3,31,43,144,314,464,"2,264",606,752,2,1,94,809,793,"1,610",847,433,38,2,122,749,"1,138",905,417,284,382,217,142,97,116,53,725,220,298,"1,237","1,292",4,569,121,158,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,17,COM ATACAD,5,COMERCIO,138,"3,006","2,255",751,"1,713","1,001",197,11,5,79,0,3,42,55,141,279,261,"1,830",118,277,0,0,34,440,497,"1,063",617,335,20,0,30,408,828,876,369,170,147,73,39,6,14,46,114,81,209,990,766,2,711,116,17,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,18,INST FINANC,6,SERVICOS,9,90,42,48,68,16,1,4,0,1,0,0,0,0,0,0,0,15,13,61,1,0,0,17,19,35,9,10,0,0,2,4,1,1,28,21,13,9,6,2,2,1,13,11,2,64,0,0,0,0,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,19,ADM TEC PROF,6,SERVICOS,105,"1,358",899,459,886,223,97,8,0,144,0,3,14,35,27,140,79,730,68,260,2,0,7,166,223,438,301,204,19,1,15,381,396,252,95,58,51,25,28,15,22,19,72,104,217,201,560,3,152,13,36,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,20,TRAN E COMUN,6,SERVICOS,326,"9,087","7,886","1,201","5,265","2,944",513,26,11,328,0,2,254,361,687,"1,316",844,"4,649",246,707,18,3,61,868,996,"2,436","2,555","2,008",163,26,52,861,"1,786","2,911","1,991",612,353,118,86,18,23,250,240,167,551,"2,637",494,3,"4,736",6,252,1
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,21,ALOJ COMUNIC,6,SERVICOS,103,755,263,492,457,233,29,8,0,28,0,0,13,23,44,104,92,311,13,149,4,2,11,112,78,228,198,122,6,1,11,374,174,131,24,13,14,5,0,0,0,8,40,112,79,83,356,1,27,18,39,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,22,MED ODON VET,6,SERVICOS,18,"2,949",777,"2,172","1,843",802,216,82,4,2,0,2,38,16,74,116,127,"1,719",108,748,1,0,32,339,331,"1,055",702,454,36,3,65,198,581,663,543,290,257,147,58,21,29,94,35,595,"1,047",779,443,2,17,0,31,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,23,ENSINO,6,SERVICOS,8,544,232,312,364,120,42,3,15,0,0,0,4,3,17,8,14,145,80,248,14,11,6,109,100,169,99,52,9,0,18,127,135,80,28,34,40,22,14,6,9,31,37,148,76,229,40,0,14,0,0,0
3.55E+20,3.55E+12,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,3,Norte,4,NORTE 1,25,AGRICULTURA,8,AGROPECUARIA,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,2,MIN NAO MET,2,IND TRANSF,4,36,30,6,29,4,2,1,0,0,0,0,0,0,0,3,4,29,0,0,0,0,0,4,2,12,8,9,1,0,1,9,11,11,1,1,0,0,0,0,0,2,0,0,0,1,2,0,29,3,1,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,3,IND METALURG,2,IND TRANSF,19,155,139,16,102,34,11,0,0,8,0,0,2,5,11,17,16,95,3,6,0,0,0,26,29,32,30,34,4,0,0,29,50,52,14,5,2,0,0,0,0,3,1,3,15,31,14,0,89,0,2,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,4,IND MECANICA,2,IND TRANSF,13,133,111,22,81,38,12,0,0,2,0,0,0,3,5,20,18,68,7,12,0,0,0,20,25,46,22,18,2,0,0,20,44,43,12,9,1,3,0,0,0,1,1,5,24,18,13,0,49,17,6,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,5,ELET E COMUN,2,IND TRANSF,10,91,62,29,64,24,3,0,0,0,0,0,0,2,1,21,8,49,2,8,0,0,0,10,13,23,17,26,2,0,0,32,21,15,15,3,3,0,0,0,0,2,4,2,9,14,16,0,38,2,6,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,6,MAT TRANSP,2,IND TRANSF,3,79,73,6,58,14,7,0,0,0,0,1,0,0,1,14,5,58,0,0,0,0,0,8,9,20,30,12,0,0,0,4,33,33,7,1,0,0,0,0,0,1,1,0,5,6,1,0,56,4,6,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,7,MAD E MOBIL,2,IND TRANSF,8,56,41,15,29,14,2,1,0,10,0,0,1,4,3,12,7,27,1,1,0,0,0,6,6,13,21,9,1,0,0,7,31,8,2,2,3,1,0,0,0,2,3,2,4,12,5,0,26,4,0,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,8,PAPEL E GRAF,2,IND TRANSF,4,18,10,8,7,3,1,0,0,7,0,0,0,0,2,4,1,4,3,4,0,0,0,6,0,4,3,5,0,0,0,4,6,6,1,0,1,0,0,0,0,0,1,3,0,6,1,0,7,0,0,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,9,BOR FUM COUR,2,IND TRANSF,13,"1,344","1,007",337,"1,048",186,92,7,1,10,0,2,7,12,11,54,44,577,110,506,21,0,4,135,232,572,281,110,10,0,37,49,175,209,218,130,247,109,62,34,33,41,106,143,472,203,52,0,326,7,35,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,10,IND QUIMICA,2,IND TRANSF,14,120,62,58,86,17,13,1,0,3,0,0,2,2,11,12,13,56,2,16,4,2,0,12,22,30,30,21,5,0,1,12,45,25,15,8,6,4,4,0,0,0,12,4,12,19,12,0,42,18,1,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,11,IND TEXTIL,2,IND TRANSF,32,485,237,248,291,138,53,2,0,1,0,3,15,11,34,80,78,218,17,29,0,0,1,77,67,115,122,96,7,0,10,104,214,102,37,9,1,0,0,0,0,8,6,10,18,94,15,0,339,1,2,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,12,IND CALCADOS,2,IND TRANSF,3,39,14,25,37,0,0,2,0,0,0,0,0,1,0,0,1,29,0,8,0,0,0,4,8,17,6,3,1,0,0,7,6,4,11,6,4,1,0,0,0,0,2,8,2,21,4,0,2,0,0,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,13,ALIM E BEB,2,IND TRANSF,30,223,113,110,90,67,18,2,0,46,0,2,2,5,9,27,10,159,1,8,0,0,1,34,38,53,55,40,2,0,6,101,66,36,4,5,0,0,0,0,0,5,12,4,1,26,127,0,42,11,0,0
3.55E+20,3.55E+12,80,TATUAPE,25,MOOCA,2,Leste,2,LESTE 1,14,SER UTIL PUB,3,SERV IND UP,1,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,2,0,0,1,0,0,0
